Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2015,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H41,Liabilities structure,Financial ratios,44,"ANZSIC06 groups L661, L662, L663, and L664"
2015,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H36,Current ratio,Financial ratios,120,"ANZSIC06 groups L661, L662, and L663"
2015,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H37,Quick ratio,Financial ratios,112,"ANZSIC06 groups L661, L662, and L663"
2015,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H39,Return on equity,Financial ratios,10,"ANZSIC06 groups L661, L662, and L663"
2015,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups L661, L662, and L663"
2015,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H41,Liabilities structure,Financial ratios,40,"ANZSIC06 groups L661, L662, and L663"
2018,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H36,Current ratio,Financial ratios,139,"ANZSIC06 groups G391, G392, and G400"
2018,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H37,Quick ratio,Financial ratios,58,"ANZSIC06 groups G391, G392, and G400"
2018,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,14,"ANZSIC06 groups G391, G392, and G400"
2018,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H39,Return on equity,Financial ratios,26,"ANZSIC06 groups G391, G392, and G400"
2018,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H40,Return on total assets,Financial ratios,9,"ANZSIC06 groups G391, G392, and G400"
2018,Level 3,GH11,Motor Vehicle and Motor Vehicle Parts and Fuel Retailing,Percentage,H41,Liabilities structure,Financial ratios,35,"ANZSIC06 groups G391, G392, and G400"
2018,Level 3,GH12,"Supermarket, Grocery Stores and Specialised Food Retailing",Percentage,H36,Current ratio,Financial ratios,90,ANZSIC06 groups G411 and G412
2018,Level 3,GH12,"Supermarket, Grocery Stores and Specialised Food Retailing",Percentage,H37,Quick ratio,Financial ratios,59,ANZSIC06 groups G411 and G412
2018,Level 3,GH12,"Supermarket, Grocery Stores and Specialised Food Retailing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,20,ANZSIC06 groups G411 and G412
2018,Level 3,GH12,"Supermarket, Grocery Stores and Specialised Food Retailing",Percentage,H39,Return on equity,Financial ratios,34,ANZSIC06 groups G411 and G412
2018,Level 3,GH12,"Supermarket, Grocery Stores and Specialised Food Retailing",Percentage,H40,Return on total assets,Financial ratios,12,ANZSIC06 groups G411 and G412
2018,Level 3,GH12,"Supermarket, Grocery Stores and Specialised Food Retailing",Percentage,H41,Liabilities structure,Financial ratios,35,ANZSIC06 groups G411 and G412
2018,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H36,Current ratio,Financial ratios,136,"ANZSIC06 groups G421, G422, and G423"
2018,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H37,Quick ratio,Financial ratios,73,"ANZSIC06 groups G421, G422, and G423"
2018,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,29,"ANZSIC06 groups G421, G422, and G423"
2018,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H39,Return on equity,Financial ratios,41,"ANZSIC06 groups G421, G422, and G423"
2018,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H40,Return on total assets,Financial ratios,13,"ANZSIC06 groups G421, G422, and G423"
2018,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H41,Liabilities structure,Financial ratios,32,"ANZSIC06 groups G421, G422, and G423"
2018,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H36,Current ratio,Financial ratios,113,ANZSIC06 groups G424 and G425
2018,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H37,Quick ratio,Financial ratios,51,ANZSIC06 groups G424 and G425
2018,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,48,ANZSIC06 groups G424 and G425
2018,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H39,Return on equity,Financial ratios,26,ANZSIC06 groups G424 and G425
2018,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 groups G424 and G425
2018,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H41,Liabilities structure,Financial ratios,29,ANZSIC06 groups G424 and G425
2018,Level 4,GH133,Department Stores,Percentage,H36,Current ratio,Financial ratios,191,ANZSIC06 group G426
2018,Level 4,GH133,Department Stores,Percentage,H37,Quick ratio,Financial ratios,90,ANZSIC06 group G426
2018,Level 4,GH133,Department Stores,Percentage,H38,Margin on sales of goods for resale,Financial ratios,37,ANZSIC06 group G426
2018,Level 4,GH133,Department Stores,Percentage,H39,Return on equity,Financial ratios,16,ANZSIC06 group G426
2018,Level 4,GH133,Department Stores,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 group G426
2018,Level 4,GH133,Department Stores,Percentage,H41,Liabilities structure,Financial ratios,53,ANZSIC06 group G426
2018,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H36,Current ratio,Financial ratios,126,ANZSIC06 group G427
2018,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H37,Quick ratio,Financial ratios,74,ANZSIC06 group G427
2018,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,41,ANZSIC06 group G427
2018,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H39,Return on equity,Financial ratios,35,ANZSIC06 group G427
2018,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H40,Return on total assets,Financial ratios,10,ANZSIC06 group G427
2018,Level 4,GH134,Pharmaceutical and Other Store Based Retailing,Percentage,H41,Liabilities structure,Financial ratios,28,ANZSIC06 group G427
2018,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H36,Current ratio,Financial ratios,144,ANZSIC06 groups G431 and G432
2018,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H37,Quick ratio,Financial ratios,99,ANZSIC06 groups G431 and G432
2018,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,33,ANZSIC06 groups G431 and G432
2018,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H39,Return on equity,Financial ratios,21,ANZSIC06 groups G431 and G432
2018,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 groups G431 and G432
2018,Level 4,GH135,Non-Store and Commission Based Retailing,Percentage,H41,Liabilities structure,Financial ratios,32,ANZSIC06 groups G431 and G432
2018,Level 3,GH13,Other Store-Based Retailing and Non Store Retailing,Percentage,H36,Current ratio,Financial ratios,134,"ANZSIC06 groups G421, G422, G423, G424, G425, G426, G427, G431, and G432"
2018,Level 3,GH13,Other Store-Based Retailing and Non Store Retailing,Percentage,H37,Quick ratio,Financial ratios,70,"ANZSIC06 groups G421, G422, G423, G424, G425, G426, G427, G431, and G432"
2018,Level 3,GH13,Other Store-Based Retailing and Non Store Retailing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,36,"ANZSIC06 groups G421, G422, G423, G424, G425, G426, G427, G431, and G432"
2018,Level 3,GH13,Other Store-Based Retailing and Non Store Retailing,Percentage,H39,Return on equity,Financial ratios,30,"ANZSIC06 groups G421, G422, G423, G424, G425, G426, G427, G431, and G432"
2018,Level 3,GH13,Other Store-Based Retailing and Non Store Retailing,Percentage,H40,Return on total assets,Financial ratios,10,"ANZSIC06 groups G421, G422, G423, G424, G425, G426, G427, G431, and G432"
2018,Level 3,GH13,Other Store-Based Retailing and Non Store Retailing,Percentage,H41,Liabilities structure,Financial ratios,34,"ANZSIC06 groups G421, G422, G423, G424, G425, G426, G427, G431, and G432"
2018,Level 4,GH211,Accommodation,Percentage,H36,Current ratio,Financial ratios,68,ANZSIC06 group H440
2018,Level 4,GH211,Accommodation,Percentage,H37,Quick ratio,Financial ratios,66,ANZSIC06 group H440
2018,Level 4,GH211,Accommodation,Percentage,H38,Margin on sales of goods for resale,Financial ratios,62,ANZSIC06 group H440
2018,Level 4,GH211,Accommodation,Percentage,H39,Return on equity,Financial ratios,15,ANZSIC06 group H440
2018,Level 4,GH211,Accommodation,Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 group H440
2018,Level 4,GH211,Accommodation,Percentage,H41,Liabilities structure,Financial ratios,38,ANZSIC06 group H440
2018,Level 4,GH212,Food and Beverage Services,Percentage,H36,Current ratio,Financial ratios,58,"ANZSIC06 groups H451, H452, and H453"
2018,Level 4,GH212,Food and Beverage Services,Percentage,H37,Quick ratio,Financial ratios,51,"ANZSIC06 groups H451, H452, and H453"
2018,Level 4,GH212,Food and Beverage Services,Percentage,H38,Margin on sales of goods for resale,Financial ratios,53,"ANZSIC06 groups H451, H452, and H453"
2018,Level 4,GH212,Food and Beverage Services,Percentage,H39,Return on equity,Financial ratios,28,"ANZSIC06 groups H451, H452, and H453"
2018,Level 4,GH212,Food and Beverage Services,Percentage,H40,Return on total assets,Financial ratios,8,"ANZSIC06 groups H451, H452, and H453"
2018,Level 4,GH212,Food and Beverage Services,Percentage,H41,Liabilities structure,Financial ratios,29,"ANZSIC06 groups H451, H452, and H453"
2018,Level 3,GH21,Accommodation and Food Services,Percentage,H36,Current ratio,Financial ratios,63,"ANZSIC06 groups H440, H451, H452, and H453"
2018,Level 3,GH21,Accommodation and Food Services,Percentage,H37,Quick ratio,Financial ratios,58,"ANZSIC06 groups H440, H451, H452, and H453"
2018,Level 3,GH21,Accommodation and Food Services,Percentage,H38,Margin on sales of goods for resale,Financial ratios,55,"ANZSIC06 groups H440, H451, H452, and H453"
2018,Level 3,GH21,Accommodation and Food Services,Percentage,H39,Return on equity,Financial ratios,20,"ANZSIC06 groups H440, H451, H452, and H453"
2018,Level 3,GH21,Accommodation and Food Services,Percentage,H40,Return on total assets,Financial ratios,7,"ANZSIC06 groups H440, H451, H452, and H453"
2018,Level 3,GH21,Accommodation and Food Services,Percentage,H41,Liabilities structure,Financial ratios,34,"ANZSIC06 groups H440, H451, H452, and H453"
2018,Level 1,GH,Retail Trade and Accommodation,Percentage,H36,Current ratio,Financial ratios,105,ANZSIC06 divisions G and H
2018,Level 1,GH,Retail Trade and Accommodation,Percentage,H37,Quick ratio,Financial ratios,63,ANZSIC06 divisions G and H
2018,Level 1,GH,Retail Trade and Accommodation,Percentage,H38,Margin on sales of goods for resale,Financial ratios,27,ANZSIC06 divisions G and H
2018,Level 1,GH,Retail Trade and Accommodation,Percentage,H39,Return on equity,Financial ratios,26,ANZSIC06 divisions G and H
2018,Level 1,GH,Retail Trade and Accommodation,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 divisions G and H
2018,Level 1,GH,Retail Trade and Accommodation,Percentage,H41,Liabilities structure,Financial ratios,34,ANZSIC06 divisions G and H
2018,Level 4,II111,Road Transport,Percentage,H36,Current ratio,Financial ratios,104,ANZSIC06 groups I461 and I462
2018,Level 4,II111,Road Transport,Percentage,H37,Quick ratio,Financial ratios,102,ANZSIC06 groups I461 and I462
2018,Level 4,II111,Road Transport,Percentage,H39,Return on equity,Financial ratios,23,ANZSIC06 groups I461 and I462
2018,Level 4,II111,Road Transport,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 groups I461 and I462
2018,Level 4,II111,Road Transport,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 groups I461 and I462
2018,Level 3,II11,Road Transport,Percentage,H36,Current ratio,Financial ratios,104,ANZSIC06 groups I461 and I462
2018,Level 3,II11,Road Transport,Percentage,H37,Quick ratio,Financial ratios,102,ANZSIC06 groups I461 and I462
2018,Level 3,II11,Road Transport,Percentage,H39,Return on equity,Financial ratios,23,ANZSIC06 groups I461 and I462
2018,Level 3,II11,Road Transport,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 groups I461 and I462
2018,Level 3,II11,Road Transport,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 groups I461 and I462
2018,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H36,Current ratio,Financial ratios,94,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2018,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H37,Quick ratio,Financial ratios,93,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2018,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H39,Return on equity,Financial ratios,17,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2018,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H40,Return on total assets,Financial ratios,6,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2018,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H41,Liabilities structure,Financial ratios,38,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2018,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Percentage,H36,Current ratio,Financial ratios,139,ANZSIC06 group I510
2018,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Percentage,H37,Quick ratio,Financial ratios,136,ANZSIC06 group I510
2018,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Percentage,H39,Return on equity,Financial ratios,11,ANZSIC06 group I510
2018,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 group I510
2018,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Percentage,H41,Liabilities structure,Financial ratios,60,ANZSIC06 group I510
2018,Level 4,II132,Transport Support Services,Percentage,H36,Current ratio,Financial ratios,91,"ANZSIC06 groups I521, I522, and I529"
2018,Level 4,II132,Transport Support Services,Percentage,H37,Quick ratio,Financial ratios,85,"ANZSIC06 groups I521, I522, and I529"
2018,Level 4,II132,Transport Support Services,Percentage,H39,Return on equity,Financial ratios,7,"ANZSIC06 groups I521, I522, and I529"
2018,Level 4,II132,Transport Support Services,Percentage,H40,Return on total assets,Financial ratios,5,"ANZSIC06 groups I521, I522, and I529"
2018,Level 4,II132,Transport Support Services,Percentage,H41,Liabilities structure,Financial ratios,65,"ANZSIC06 groups I521, I522, and I529"
2018,Level 4,II133,Warehousing and Storage Services,Percentage,H36,Current ratio,Financial ratios,70,ANZSIC06 group I530
2018,Level 4,II133,Warehousing and Storage Services,Percentage,H37,Quick ratio,Financial ratios,69,ANZSIC06 group I530
2018,Level 4,II133,Warehousing and Storage Services,Percentage,H39,Return on equity,Financial ratios,18,ANZSIC06 group I530
2018,Level 4,II133,Warehousing and Storage Services,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 group I530
2018,Level 4,II133,Warehousing and Storage Services,Percentage,H41,Liabilities structure,Financial ratios,42,ANZSIC06 group I530
2018,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H36,Current ratio,Financial ratios,94,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2018,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H37,Quick ratio,Financial ratios,90,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2018,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H39,Return on equity,Financial ratios,8,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2018,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H40,Return on total assets,Financial ratios,5,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2018,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H41,Liabilities structure,Financial ratios,63,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2018,Level 1,II,"Transport, Postal and Warehousing",Percentage,H36,Current ratio,Financial ratios,96,ANZSIC06 division I
2018,Level 1,II,"Transport, Postal and Warehousing",Percentage,H37,Quick ratio,Financial ratios,93,ANZSIC06 division I
2018,Level 1,II,"Transport, Postal and Warehousing",Percentage,H39,Return on equity,Financial ratios,11,ANZSIC06 division I
2018,Level 1,II,"Transport, Postal and Warehousing",Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 division I
2018,Level 1,II,"Transport, Postal and Warehousing",Percentage,H41,Liabilities structure,Financial ratios,54,ANZSIC06 division I
2018,Level 3,JJ11,Information Media Services,Percentage,H36,Current ratio,Financial ratios,104,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2018,Level 3,JJ11,Information Media Services,Percentage,H37,Quick ratio,Financial ratios,96,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2018,Level 3,JJ11,Information Media Services,Percentage,H39,Return on equity,Financial ratios,2,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2018,Level 3,JJ11,Information Media Services,Percentage,H40,Return on total assets,Financial ratios,1,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2018,Level 3,JJ11,Information Media Services,Percentage,H41,Liabilities structure,Financial ratios,47,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2018,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H36,Current ratio,Financial ratios,120,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2018,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H37,Quick ratio,Financial ratios,117,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2018,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H39,Return on equity,Financial ratios,12,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2018,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2018,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H41,Liabilities structure,Financial ratios,35,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2018,Level 1,JJ,Information Media and Telecommunications,Percentage,H36,Current ratio,Financial ratios,114,ANZSIC06 division J
2018,Level 1,JJ,Information Media and Telecommunications,Percentage,H37,Quick ratio,Financial ratios,109,ANZSIC06 division J
2018,Level 1,JJ,Information Media and Telecommunications,Percentage,H39,Return on equity,Financial ratios,9,ANZSIC06 division J
2018,Level 1,JJ,Information Media and Telecommunications,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 division J
2018,Level 1,JJ,Information Media and Telecommunications,Percentage,H41,Liabilities structure,Financial ratios,39,ANZSIC06 division J
2018,Level 4,KK111,Banking and Financing,Percentage,H36,Current ratio,Financial ratios,50,"ANZSIC06 groups K621, K622, and K623"
2018,Level 4,KK111,Banking and Financing,Percentage,H37,Quick ratio,Financial ratios,50,"ANZSIC06 groups K621, K622, and K623"
2018,Level 4,KK111,Banking and Financing,Percentage,H39,Return on equity,Financial ratios,17,"ANZSIC06 groups K621, K622, and K623"
2018,Level 4,KK111,Banking and Financing,Percentage,H40,Return on total assets,Financial ratios,1,"ANZSIC06 groups K621, K622, and K623"
2018,Level 4,KK111,Banking and Financing,Percentage,H41,Liabilities structure,Financial ratios,7,"ANZSIC06 groups K621, K622, and K623"
2018,Level 4,KK112,Financial Asset Investing,Percentage,H36,Current ratio,Financial ratios,128,ANZSIC06 group K624
2018,Level 4,KK112,Financial Asset Investing,Percentage,H37,Quick ratio,Financial ratios,128,ANZSIC06 group K624
2018,Level 4,KK112,Financial Asset Investing,Percentage,H39,Return on equity,Financial ratios,12,ANZSIC06 group K624
2018,Level 4,KK112,Financial Asset Investing,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 group K624
2018,Level 4,KK112,Financial Asset Investing,Percentage,H41,Liabilities structure,Financial ratios,58,ANZSIC06 group K624
2018,Level 3,KK11,Finance,Percentage,H36,Current ratio,Financial ratios,60,"ANZSIC06 groups K621, K622, K623, and K624"
2018,Level 3,KK11,Finance,Percentage,H37,Quick ratio,Financial ratios,60,"ANZSIC06 groups K621, K622, K623, and K624"
2018,Level 3,KK11,Finance,Percentage,H39,Return on equity,Financial ratios,13,"ANZSIC06 groups K621, K622, K623, and K624"
2018,Level 3,KK11,Finance,Percentage,H40,Return on total assets,Financial ratios,3,"ANZSIC06 groups K621, K622, K623, and K624"
2018,Level 3,KK11,Finance,Percentage,H41,Liabilities structure,Financial ratios,24,"ANZSIC06 groups K621, K622, K623, and K624"
2018,Level 4,KK121,Life Insurance,Percentage,H39,Return on equity,Financial ratios,21,ANZSIC06 group K631
2018,Level 4,KK121,Life Insurance,Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 group K631
2018,Level 4,KK121,Life Insurance,Percentage,H41,Liabilities structure,Financial ratios,29,ANZSIC06 group K631
2018,Level 4,KK122,Health and General Insurance,Percentage,H39,Return on equity,Financial ratios,14,ANZSIC06 group K632
2018,Level 4,KK122,Health and General Insurance,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 group K632
2018,Level 4,KK122,Health and General Insurance,Percentage,H41,Liabilities structure,Financial ratios,28,ANZSIC06 group K632
2018,Level 3,KK12,Insurance,Percentage,H39,Return on equity,Financial ratios,17,ANZSIC06 groups K631 and K632
2018,Level 3,KK12,Insurance,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 groups K631 and K632
2018,Level 3,KK12,Insurance,Percentage,H41,Liabilities structure,Financial ratios,28,ANZSIC06 groups K631 and K632
2018,Level 4,KK131,Auxiliary Finance and Insurance Services,Percentage,H39,Return on equity,Financial ratios,34,ANZSIC06 groups K641 and K642
2018,Level 4,KK131,Auxiliary Finance and Insurance Services,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 groups K641 and K642
2018,Level 4,KK131,Auxiliary Finance and Insurance Services,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 groups K641 and K642
2018,Level 3,KK13,Auxiliary Finance and Insurance Services,Percentage,H39,Return on equity,Financial ratios,34,ANZSIC06 groups K641 and K642
2018,Level 3,KK13,Auxiliary Finance and Insurance Services,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 groups K641 and K642
2018,Level 3,KK13,Auxiliary Finance and Insurance Services,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 groups K641 and K642
2018,Level 1,KK,Financial and Insurance Services,Percentage,H36,Current ratio,Financial ratios,62,ANZSIC06 division K
2018,Level 1,KK,Financial and Insurance Services,Percentage,H37,Quick ratio,Financial ratios,62,ANZSIC06 division K
2018,Level 1,KK,Financial and Insurance Services,Percentage,H39,Return on equity,Financial ratios,14,ANZSIC06 division K
2018,Level 1,KK,Financial and Insurance Services,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 division K
2018,Level 1,KK,Financial and Insurance Services,Percentage,H41,Liabilities structure,Financial ratios,24,ANZSIC06 division K
2018,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H36,Current ratio,Financial ratios,65,"ANZSIC06 groups L661, L662, and L663"
2018,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H37,Quick ratio,Financial ratios,60,"ANZSIC06 groups L661, L662, and L663"
2018,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H39,Return on equity,Financial ratios,15,"ANZSIC06 groups L661, L662, and L663"
2018,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H40,Return on total assets,Financial ratios,5,"ANZSIC06 groups L661, L662, and L663"
2018,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H41,Liabilities structure,Financial ratios,33,"ANZSIC06 groups L661, L662, and L663"
2018,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H36,Current ratio,Financial ratios,122,ANZSIC06 group L664
2018,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H37,Quick ratio,Financial ratios,118,ANZSIC06 group L664
2018,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H39,Return on equity,Financial ratios,14,ANZSIC06 group L664
2018,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 group L664
2018,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H41,Liabilities structure,Financial ratios,55,ANZSIC06 group L664
2018,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H36,Current ratio,Financial ratios,80,"ANZSIC06 groups L661, L662, L663, and L664"
2018,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H37,Quick ratio,Financial ratios,76,"ANZSIC06 groups L661, L662, L663, and L664"
2018,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H39,Return on equity,Financial ratios,14,"ANZSIC06 groups L661, L662, L663, and L664"
2018,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H40,Return on total assets,Financial ratios,6,"ANZSIC06 groups L661, L662, L663, and L664"
2018,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H41,Liabilities structure,Financial ratios,39,"ANZSIC06 groups L661, L662, L663, and L664"
2019,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H36,Current ratio,Financial ratios,129,"ANZSIC06 groups G421, G422, and G423"
2019,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H37,Quick ratio,Financial ratios,68,"ANZSIC06 groups G421, G422, and G423"
2019,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,30,"ANZSIC06 groups G421, G422, and G423"
2019,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H39,Return on equity,Financial ratios,38,"ANZSIC06 groups G421, G422, and G423"
2019,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H40,Return on total assets,Financial ratios,12,"ANZSIC06 groups G421, G422, and G423"
2019,Level 4,GH131,"Furniture, Electrical and Hardware Retailing",Percentage,H41,Liabilities structure,Financial ratios,31,"ANZSIC06 groups G421, G422, and G423"
2019,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H36,Current ratio,Financial ratios,130,ANZSIC06 groups G424 and G425
2019,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H37,Quick ratio,Financial ratios,64,ANZSIC06 groups G424 and G425
2019,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,46,ANZSIC06 groups G424 and G425
2019,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H39,Return on equity,Financial ratios,43,ANZSIC06 groups G424 and G425
2019,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 groups G424 and G425
2019,Level 4,GH132,"Recreational, Clothing, Footwear and Personal Accessory Retailing",Percentage,H41,Liabilities structure,Financial ratios,33,ANZSIC06 groups G424 and G425
2019,Level 4,GH133,Department Stores,Percentage,H36,Current ratio,Financial ratios,172,ANZSIC06 group G426
2019,Level 4,GH133,Department Stores,Percentage,H37,Quick ratio,Financial ratios,69,ANZSIC06 group G426
2019,Level 4,GH133,Department Stores,Percentage,H38,Margin on sales of goods for resale,Financial ratios,36,ANZSIC06 group G426
